Target Distance: 100, Step Size: 2
701: (x,y) = (47.1605,9.37066)
702: (x,y) = (48.3918,7.79463)
703: (x,y) = (47.2163,9.41267)
704: (x,y) = (48.8135,10.6163)
705: (x,y) = (47.0009,11.4615)
706: (x,y) = (48.8553,10.7123)
707: (x,y) = (50.6529,9.83558)
708: (x,y) = (51.6225,8.08634)
709: (x,y) = (50.5041,9.74441)
710: (x,y) = (48.7221,10.6524)
711: (x,y) = (46.7996,11.2037)
712: (x,y) = (46.6949,13.2009)
713: (x,y) = (47.346,11.3099)
714: (x,y) = (47.4507,9.31263)
715: (x,y) = (49.448,9.4173)
716: (x,y) = (51.289,8.63584)
717: (x,y) = (49.6917,9.83947)
718: (x,y) = (50.2764,7.92686)
719: (x,y) = (49.3997,9.72445)
720: (x,y) = (48.1961,8.12718)
721: (x,y) = (46.2398,8.543)
722: (x,y) = (48.2094,8.8903)
723: (x,y) = (46.4773,9.8903)
724: (x,y) = (44.5863,9.23916)
725: (x,y) = (44.412,7.24677)
726: (x,y) = (44.0991,5.2714)
727: (x,y) = (42.8135,6.80349)
728: (x,y) = (44.7262,6.21874)
729: (x,y) = (45.0734,4.24913)
730: (x,y) = (47.0431,4.59642)
731: (x,y) = (47.982,2.83053)
732: (x,y) = (48.0867,0.83327)
733: (x,y) = (49.573,-0.504992)
734: (x,y) = (50.4497,1.2926)
735: (x,y) = (51.7353,-0.239492)
736: (x,y) = (53.6671,-0.757131)
737: (x,y) = (55.1534,0.581131)
738: (x,y) = (53.3124,1.36259)
739: (x,y) = (51.4853,2.17607)
740: (x,y) = (53.0613,3.40739)
741: (x,y) = (54.3469,1.8753)
742: (x,y) = (55.9012,0.61666)
743: (x,y) = (54.563,2.10295)
744: (x,y) = (53.5329,0.388615)
745: (x,y) = (52.9816,2.31114)
746: (x,y) = (51.5674,3.72535)
747: (x,y) = (49.9494,2.54978)
748: (x,y) = (49.2653,0.670396)
749: (x,y) = (50.1733,2.45241)
750: (x,y) = (48.3607,1.60717)
751: (x,y) = (50.3531,1.43286)
752: (x,y) = (49.9032,3.3816)
753: (x,y) = (48.2649,2.23445)
754: (x,y) = (46.6266,3.3816)
755: (x,y) = (47.6864,1.6855)
756: (x,y) = (49.6669,1.40716)
757: (x,y) = (49.9453,-0.573378)
758: (x,y) = (50.53,1.33923)
759: (x,y) = (52.3426,0.493995)
760: (x,y) = (50.4516,-0.157141)
761: (x,y) = (51.8658,-1.57135)
762: (x,y) = (51.9705,-3.56861)
763: (x,y) = (51.2213,-1.71425)
764: (x,y) = (49.583,-0.567093)
765: (x,y) = (51.4373,-1.31631)
766: (x,y) = (52.3453,0.465707)
767: (x,y) = (51.0597,1.9978)
768: (x,y) = (50.4417,0.0956828)
769: (x,y) = (50.3719,2.09446)
770: (x,y) = (50.9567,0.181855)
771: (x,y) = (49.044,0.766598)
772: (x,y) = (50.5303,2.10486)
773: (x,y) = (49.5303,3.83691)
774: (x,y) = (50.3756,2.02429)
775: (x,y) = (50.7572,0.0610404)
776: (x,y) = (50.4788,2.04158)
777: (x,y) = (51.5387,0.34548)
778: (x,y) = (53.5141,0.658349)
779: (x,y) = (51.982,-0.627226)
780: (x,y) = (50.8927,-2.30457)
781: (x,y) = (51.0322,-0.309439)
782: (x,y) = (49.3939,-1.45659)
783: (x,y) = (51.2849,-2.10773)
784: (x,y) = (49.2998,-1.86399)
785: (x,y) = (48.0962,-3.46126)
786: (x,y) = (46.2836,-2.61602)
787: (x,y) = (44.3517,-2.09839)
788: (x,y) = (42.6025,-1.12877)
789: (x,y) = (42.2552,0.840849)
790: (x,y) = (40.7231,2.12642)
791: (x,y) = (42.6927,1.77913)
792: (x,y) = (43.8399,3.41743)
793: (x,y) = (44.3912,1.49491)
794: (x,y) = (43.9413,3.44365)
795: (x,y) = (42.0619,2.75961)
796: (x,y) = (40.6232,4.14892)
797: (x,y) = (42.1992,5.38025)
798: (x,y) = (40.3582,4.59879)
799: (x,y) = (40.0109,2.62917)
800: (x,y) = (38.7253,4.16126)
801: (x,y) = (40.7241,4.23106)
802: (x,y) = (41.6321,6.01307)
803: (x,y) = (43.0708,7.40239)
804: (x,y) = (45.0598,7.19333)
805: (x,y) = (47.0586,7.12353)
806: (x,y) = (45.146,6.53879)
807: (x,y) = (45.0762,8.53757)
808: (x,y) = (43.0911,8.78131)
809: (x,y) = (43.5069,10.7376)
810: (x,y) = (44.8709,9.2749)
811: (x,y) = (46.1565,10.807)
812: (x,y) = (44.2247,11.3246)
813: (x,y) = (45.7567,12.6102)
814: (x,y) = (45.513,10.6251)
815: (x,y) = (47.3674,9.87589)
816: (x,y) = (47.472,7.87863)
817: (x,y) = (48.5021,9.59297)
818: (x,y) = (46.8841,10.7685)
819: (x,y) = (47.7293,12.5812)
820: (x,y) = (45.8622,13.2979)
821: (x,y) = (44.0351,14.1114)
822: (x,y) = (44.6198,12.1988)
823: (x,y) = (44.7245,14.196)
824: (x,y) = (45.0028,16.1765)
825: (x,y) = (44.7245,14.196)
826: (x,y) = (45.3092,12.2834)
827: (x,y) = (43.7332,11.0521)
828: (x,y) = (44.7332,9.32003)
829: (x,y) = (46.732,9.38983)
830: (x,y) = (45.7624,11.1391)
831: (x,y) = (46.8222,9.44297)
832: (x,y) = (48.8173,9.58249)
833: (x,y) = (46.8186,9.51269)
834: (x,y) = (48.7591,9.02884)
835: (x,y) = (50.7579,8.95904)
836: (x,y) = (51.9616,10.5563)
837: (x,y) = (53.1087,12.1946)
838: (x,y) = (54.706,10.991)
839: (x,y) = (53.3167,9.55231)
840: (x,y) = (51.9273,10.991)
841: (x,y) = (50.2312,12.0508)
842: (x,y) = (50.4403,10.0618)
843: (x,y) = (51.4099,8.31254)
844: (x,y) = (52.4099,10.0446)
845: (x,y) = (50.4099,10.0446)
846: (x,y) = (48.6956,11.0747)
847: (x,y) = (50.4932,10.1979)
848: (x,y) = (49.7764,12.0651)
849: (x,y) = (47.8446,12.5827)
850: (x,y) = (47.8795,10.583)
851: (x,y) = (47.8795,8.58303)
852: (x,y) = (49.4555,7.35171)
853: (x,y) = (50.1396,9.23109)
854: (x,y) = (52.1368,9.12642)
855: (x,y) = (52.3459,7.13738)
856: (x,y) = (54.1279,6.2294)
857: (x,y) = (52.2869,7.01086)
858: (x,y) = (54.272,7.2546)
859: (x,y) = (52.6337,8.40175)
860: (x,y) = (50.7665,9.11849)
861: (x,y) = (49.5909,10.7365)
862: (x,y) = (51.123,9.45095)
863: (x,y) = (49.2005,10.0022)
864: (x,y) = (47.2005,10.0022)
865: (x,y) = (45.2017,10.072)
866: (x,y) = (46.8598,11.1904)
867: (x,y) = (46.3422,13.1223)
868: (x,y) = (45.1666,11.5042)
869: (x,y) = (43.8545,9.9948)
870: (x,y) = (45.6037,9.02519)
871: (x,y) = (47.5842,9.30353)
872: (x,y) = (49.4969,9.88827)
873: (x,y) = (48.4969,11.6203)
874: (x,y) = (46.4972,11.6552)
875: (x,y) = (47.7827,10.1231)
876: (x,y) = (45.8022,10.4015)
877: (x,y) = (47.4983,9.34165)
878: (x,y) = (47.9821,7.40106)
879: (x,y) = (48.432,5.45232)
880: (x,y) = (47.0427,6.891)
881: (x,y) = (47.8242,8.73201)
882: (x,y) = (48.6694,10.5446)
883: (x,y) = (50.3655,9.48478)
884: (x,y) = (48.9028,10.8488)
885: (x,y) = (49.748,9.03617)
886: (x,y) = (48.8713,7.23858)
887: (x,y) = (50.7734,6.62054)
888: (x,y) = (50.7036,8.61932)
889: (x,y) = (50.0525,6.72829)
890: (x,y) = (48.8212,8.30431)
891: (x,y) = (48.17,6.41327)
892: (x,y) = (47.4533,4.54611)
893: (x,y) = (47.5231,6.54489)
894: (x,y) = (48.1078,4.63228)
895: (x,y) = (49.1677,2.93619)
896: (x,y) = (49.0282,0.941059)
897: (x,y) = (47.0876,0.457215)
898: (x,y) = (48.4516,1.91992)
899: (x,y) = (46.9195,3.2055)
900: (x,y) = (47.7647,1.39288)
901: (x,y) = (47.1136,-0.498155)
902: (x,y) = (48.993,0.185885)
903: (x,y) = (47.0006,0.0115739)
904: (x,y) = (48.9638,0.393192)
905: (x,y) = (47.0728,-0.257944)
906: (x,y) = (45.6586,1.15627)
907: (x,y) = (43.6613,1.0516)
908: (x,y) = (41.705,1.46742)
909: (x,y) = (42.7351,3.18176)
910: (x,y) = (44.5895,2.43254)
911: (x,y) = (42.6004,2.6416)
912: (x,y) = (44.5992,2.5718)
913: (x,y) = (46.0619,3.9358)
914: (x,y) = (48.0025,4.41964)
915: (x,y) = (49.9876,4.66338)
916: (x,y) = (51.842,3.91417)
917: (x,y) = (51.4261,1.95787)
918: (x,y) = (53.3957,1.61057)
919: (x,y) = (54.4556,-0.0855218)
920: (x,y) = (56.31,0.663691)
921: (x,y) = (55.371,2.42959)
922: (x,y) = (56.1845,4.25668)
923: (x,y) = (54.5872,5.46031)
924: (x,y) = (52.7896,4.58357)
925: (x,y) = (51.3754,3.16935)
926: (x,y) = (51.5497,5.16174)
927: (x,y) = (53.4722,4.61047)
928: (x,y) = (54.5023,6.3248)
929: (x,y) = (56.4947,6.49911)
930: (x,y) = (58.492,6.39444)
931: (x,y) = (60.4844,6.22013)
932: (x,y) = (60.0005,4.27954)
933: (x,y) = (61.9131,4.86428)
934: (x,y) = (63.1444,6.4403)
935: (x,y) = (61.635,7.75242)
936: (x,y) = (60.0378,6.54879)
937: (x,y) = (58.0527,6.30505)
938: (x,y) = (56.1121,5.82121)
939: (x,y) = (55.6622,3.87247)
940: (x,y) = (54.8487,2.04538)
941: (x,y) = (52.8682,2.32372)
942: (x,y) = (53.5193,4.21476)
943: (x,y) = (52.6426,6.01235)
944: (x,y) = (52.7472,8.00961)
945: (x,y) = (52.9215,10.002)
946: (x,y) = (51.8323,11.6793)
947: (x,y) = (52.7712,9.91344)
948: (x,y) = (51.1329,8.76629)
949: (x,y) = (50.3514,10.6073)
950: (x,y) = (49.3514,8.87525)
951: (x,y) = (48.7003,10.7663)
952: (x,y) = (48.2504,12.715)
953: (x,y) = (46.2516,12.7848)
954: (x,y) = (45.6669,10.8722)
955: (x,y) = (43.6672,10.8373)
956: (x,y) = (45.1059,12.2266)
957: (x,y) = (43.3738,11.2266)
958: (x,y) = (41.4332,11.7105)
959: (x,y) = (43.2458,10.8652)
960: (x,y) = (43.3505,12.8625)
961: (x,y) = (41.4379,13.4472)
962: (x,y) = (39.5835,12.698)
963: (x,y) = (41.4961,12.1133)
964: (x,y) = (39.4961,12.1133)
965: (x,y) = (38.9449,10.1908)
966: (x,y) = (40.9339,9.9817)
967: (x,y) = (40.899,7.98201)
968: (x,y) = (41.2119,9.95738)
969: (x,y) = (39.2313,9.67904)
970: (x,y) = (37.2907,10.1629)
971: (x,y) = (35.3997,9.51174)
972: (x,y) = (34.1684,7.93572)
973: (x,y) = (33.0791,6.25838)
974: (x,y) = (34.4933,4.84417)
975: (x,y) = (36.0254,3.55859)
976: (x,y) = (34.0848,3.07475)
977: (x,y) = (34.4664,5.038)
978: (x,y) = (33.1809,6.57009)
979: (x,y) = (33.5967,4.6138)
980: (x,y) = (34.4734,6.41138)
981: (x,y) = (33.5345,4.64549)
982: (x,y) = (35.2488,5.67556)
983: (x,y) = (33.2925,6.09139)
984: (x,y) = (34.2621,7.84063)
985: (x,y) = (32.435,8.6541)
986: (x,y) = (30.9256,7.34198)
987: (x,y) = (30.408,9.27383)
988: (x,y) = (29.3779,7.5595)
989: (x,y) = (31.1599,8.46748)
990: (x,y) = (31.5072,10.4371)
991: (x,y) = (33.1653,9.31871)
992: (x,y) = (34.1042,11.0846)
993: (x,y) = (32.2916,11.9298)
994: (x,y) = (30.2928,11.86)
995: (x,y) = (29.4476,13.6727)
996: (x,y) = (30.7597,15.1821)
997: (x,y) = (28.7646,15.3216)
998: (x,y) = (30.5917,16.1351)
999: (x,y) = (29.2796,17.6445)
1000: (x,y) = (28.1903,15.9671)
1001: (x,y) = (26.227,15.5855)
1002: (x,y) = (27.9591,14.5855)
1003: (x,y) = (27.308,16.4766)
1004: (x,y) = (28.308,14.7445)
1005: (x,y) = (26.4536,15.4937)
1006: (x,y) = (27.4837,13.7794)
1007: (x,y) = (29.4688,14.0231)
1008: (x,y) = (28.8176,15.9142)
1009: (x,y) = (29.9069,14.2368)
1010: (x,y) = (30.558,12.3458)
1011: (x,y) = (28.5729,12.5895)
1012: (x,y) = (26.5839,12.3805)
1013: (x,y) = (28.116,11.0949)
1014: (x,y) = (26.4386,10.0056)
1015: (x,y) = (25.469,11.7549)
1016: (x,y) = (27.4323,11.3732)
1017: (x,y) = (27.9499,13.3051)
1018: (x,y) = (26.5112,11.9158)
1019: (x,y) = (25.173,10.4295)
1020: (x,y) = (26.9706,9.55274)
1021: (x,y) = (24.9754,9.69225)
1022: (x,y) = (23.0348,9.20841)
1023: (x,y) = (24.6321,10.412)
1024: (x,y) = (26.3814,9.44242)
1025: (x,y) = (25.6321,7.58805)
1026: (x,y) = (27.4592,8.40153)
1027: (x,y) = (26.8745,6.48892)
1028: (x,y) = (27.7197,8.30153)
1029: (x,y) = (29.058,9.78782)
1030: (x,y) = (30.8851,10.6013)
1031: (x,y) = (28.896,10.8104)
1032: (x,y) = (28.1793,12.6775)
1033: (x,y) = (26.79,11.2388)
1034: (x,y) = (27.2399,9.29009)
1035: (x,y) = (28.4712,10.8661)
1036: (x,y) = (30.2983,11.6796)
1037: (x,y) = (30.0546,13.6647)
1038: (x,y) = (31.0846,15.379)
1039: (x,y) = (29.7206,16.8417)
1040: (x,y) = (31.2527,18.1273)
1041: (x,y) = (33.209,17.7115)
1042: (x,y) = (31.2093,17.7464)
1043: (x,y) = (30.931,19.7269)
1044: (x,y) = (28.931,19.7269)
1045: (x,y) = (28.7219,17.7379)
1046: (x,y) = (27.1247,16.5342)
1047: (x,y) = (25.1614,16.9159)
1048: (x,y) = (23.4471,15.8858)
1049: (x,y) = (24.8111,14.4231)
1050: (x,y) = (26.4083,15.6267)
1051: (x,y) = (24.4193,15.4176)
1052: (x,y) = (23.1337,16.9497)
1053: (x,y) = (22.6499,18.8903)
1054: (x,y) = (22.4756,20.8827)
1055: (x,y) = (24.2576,19.9747)
1056: (x,y) = (26.2381,19.6964)
1057: (x,y) = (25.2685,21.4456)
1058: (x,y) = (23.8792,20.007)
1059: (x,y) = (24.5303,18.1159)
1060: (x,y) = (26.0846,19.3746)
1061: (x,y) = (25.0248,21.0707)
1062: (x,y) = (26.8374,20.2254)
1063: (x,y) = (25.0881,21.195)
1064: (x,y) = (23.5787,19.8829)
1065: (x,y) = (22.2666,21.3923)
1066: (x,y) = (20.4256,20.6109)
1067: (x,y) = (19.5804,18.7983)
1068: (x,y) = (18.2421,17.312)
1069: (x,y) = (16.8528,18.7506)
1070: (x,y) = (16.2016,16.8596)
1071: (x,y) = (14.6696,18.1452)
1072: (x,y) = (16.6586,17.9361)
1073: (x,y) = (17.7184,16.24)
1074: (x,y) = (16.6884,14.5257)
1075: (x,y) = (14.6993,14.7348)
1076: (x,y) = (15.1151,16.691)
1077: (x,y) = (14.9061,18.6801)
1078: (x,y) = (13.288,17.5045)
1079: (x,y) = (13.9721,15.6251)
1080: (x,y) = (15.2577,17.1572)
1081: (x,y) = (14.1105,18.7955)
1082: (x,y) = (16.0668,18.3797)
1083: (x,y) = (17.2981,19.9557)
1084: (x,y) = (15.986,18.4463)
1085: (x,y) = (16.2297,20.4314)
1086: (x,y) = (15.7798,18.4827)
1087: (x,y) = (15.6403,20.4778)
1088: (x,y) = (16.1916,22.4003)
1089: (x,y) = (18.1867,22.2608)
1090: (x,y) = (17.6691,20.3289)
1091: (x,y) = (19.6009,19.8113)
1092: (x,y) = (18.662,21.5772)
1093: (x,y) = (18.2121,23.5259)
1094: (x,y) = (16.7734,24.9153)
1095: (x,y) = (18.6406,24.1985)
1096: (x,y) = (17.465,22.5805)
1097: (x,y) = (15.7507,21.5504)
1098: (x,y) = (15.5069,23.5355)
1099: (x,y) = (15.0911,25.4918)
1100: (x,y) = (17.023,24.9742)
1101: (x,y) = (15.4909,23.6886)
1102: (x,y) = (14.6774,25.5157)
1103: (x,y) = (12.9631,24.4856)
1104: (x,y) = (11.061,25.1036)
1105: (x,y) = (13.0461,24.8599)
1106: (x,y) = (12.6302,22.9036)
1107: (x,y) = (11.6302,21.1716)
1108: (x,y) = (13.2063,19.9402)
1109: (x,y) = (12.3928,21.7673)
1110: (x,y) = (10.4232,22.1146)
1111: (x,y) = (9.54642,20.317)
1112: (x,y) = (8.51634,18.6027)
1113: (x,y) = (10.2484,19.6027)
1114: (x,y) = (8.2921,20.0185)
1115: (x,y) = (10.1831,19.3674)
1116: (x,y) = (9.40167,21.2084)
1117: (x,y) = (10.2469,23.021)
1118: (x,y) = (11.4505,21.4237)
1119: (x,y) = (12.4806,23.1381)
1120: (x,y) = (13.4502,24.8873)
1121: (x,y) = (14.0015,26.8098)
1122: (x,y) = (15.4157,28.224)
1123: (x,y) = (13.4157,28.224)
1124: (x,y) = (11.4185,28.3287)
1125: (x,y) = (12.6221,29.926)
1126: (x,y) = (14.3364,30.9561)
1127: (x,y) = (15.5951,32.5104)
1128: (x,y) = (15.4208,30.518)
1129: (x,y) = (14.1894,32.094)
1130: (x,y) = (16.0021,32.9392)
1131: (x,y) = (14.9422,34.6353)
1132: (x,y) = (16.8985,34.2195)
1133: (x,y) = (15.3664,35.5051)
1134: (x,y) = (17.164,34.6283)
1135: (x,y) = (19.0184,35.3775)
1136: (x,y) = (21.0108,35.5519)
1137: (x,y) = (19.7794,33.9758)
1138: (x,y) = (18.3652,35.39)
1139: (x,y) = (20.0426,34.3008)
1140: (x,y) = (21.9832,33.8169)
1141: (x,y) = (23.1303,32.1786)
1142: (x,y) = (23.3741,34.1637)
1143: (x,y) = (23.1303,36.1488)
1144: (x,y) = (24.9574,35.3353)
1145: (x,y) = (24.3063,33.4443)
1146: (x,y) = (25.5918,31.9122)
1147: (x,y) = (27.1461,30.6536)
1148: (x,y) = (28.6088,29.2896)
1149: (x,y) = (28.1589,27.3408)
1150: (x,y) = (27.5742,25.4282)
1151: (x,y) = (29.4763,26.0463)
1152: (x,y) = (31.2422,25.1073)
1153: (x,y) = (29.2726,25.4546)
1154: (x,y) = (29.9566,27.334)
1155: (x,y) = (28.2423,28.3641)
1156: (x,y) = (26.7796,27.0001)
1157: (x,y) = (28.5772,26.1233)
1158: (x,y) = (26.71,25.4066)
1159: (x,y) = (28.71,25.4066)
1160: (x,y) = (30.5076,24.5299)
1161: (x,y) = (29.1183,23.0912)
1162: (x,y) = (28.029,24.7685)
1163: (x,y) = (26.0972,24.2509)
1164: (x,y) = (25.0373,22.5548)
1165: (x,y) = (26.7517,21.5247)
1166: (x,y) = (25.1544,20.3211)
1167: (x,y) = (24.2776,18.5235)
1168: (x,y) = (22.4105,17.8068)
1169: (x,y) = (24.391,17.5284)
1170: (x,y) = (24.6348,19.5135)
1171: (x,y) = (25.6648,21.2278)
1172: (x,y) = (23.6952,21.5751)
1173: (x,y) = (21.7465,22.025)
1174: (x,y) = (23.5124,22.964)
1175: (x,y) = (25.4145,23.582)
1176: (x,y) = (26.4743,25.2781)
1177: (x,y) = (28.3415,24.5614)
1178: (x,y) = (26.6271,23.5313)
1179: (x,y) = (25.8457,21.6903)
1180: (x,y) = (24.7273,20.0322)
1181: (x,y) = (24.2435,21.9728)
1182: (x,y) = (22.7572,23.3111)
1183: (x,y) = (20.9913,22.3721)
1184: (x,y) = (19.3332,23.4905)
1185: (x,y) = (17.5673,22.5516)
1186: (x,y) = (16.2817,21.0195)
1187: (x,y) = (18.2513,21.3668)
1188: (x,y) = (19.4269,22.9848)
1189: (x,y) = (20.5162,21.3075)
1190: (x,y) = (22.4858,21.6548)
1191: (x,y) = (24.235,22.6244)
1192: (x,y) = (25.7445,23.9365)
1193: (x,y) = (27.7369,24.1108)
1194: (x,y) = (26.2982,22.7215)
1195: (x,y) = (26.6455,20.7519)
1196: (x,y) = (28.4431,19.8751)
1197: (x,y) = (29.8071,18.4124)
1198: (x,y) = (27.8845,18.9637)
1199: (x,y) = (29.2485,20.4264)
1200: (x,y) = (27.2497,20.4962)
1201: (x,y) = (26.4683,18.6552)
1202: (x,y) = (25.917,20.5777)
1203: (x,y) = (27.8733,20.1619)
1204: (x,y) = (28.4246,18.2394)
1205: (x,y) = (27.0104,19.6536)
1206: (x,y) = (25.9505,17.9575)
1207: (x,y) = (27.8824,17.4398)
1208: (x,y) = (29.823,16.956)
1209: (x,y) = (29.8579,18.9557)
1210: (x,y) = (28.6266,17.3797)
1211: (x,y) = (27.1403,16.0414)
1212: (x,y) = (27.9537,17.8685)
1213: (x,y) = (27.0148,16.1026)
1214: (x,y) = (28.1041,14.4253)
1215: (x,y) = (26.408,13.3654)
1216: (x,y) = (26.3731,15.3651)
1217: (x,y) = (27.7873,16.7793)
1218: (x,y) = (27.6478,18.7745)
1219: (x,y) = (29.5604,19.3592)
1220: (x,y) = (31.5167,18.9434)
1221: (x,y) = (33.3577,18.1619)
1222: (x,y) = (34.747,19.6006)
1223: (x,y) = (36.4962,20.5702)
1224: (x,y) = (34.8382,19.4518)
1225: (x,y) = (33.2621,20.6832)
1226: (x,y) = (34.5208,19.1289)
1227: (x,y) = (32.5454,18.816)
1228: (x,y) = (32.3364,20.805)
1229: (x,y) = (34.2682,20.2874)
1230: (x,y) = (33.1498,18.6293)
1231: (x,y) = (33.2893,16.6342)
1232: (x,y) = (32.7717,18.5661)
1233: (x,y) = (31.1334,17.4189)
1234: (x,y) = (29.7441,18.8576)
1235: (x,y) = (31.4584,19.8877)
1236: (x,y) = (29.9721,18.5494)
1237: (x,y) = (31.9284,18.9652)
1238: (x,y) = (33.8509,19.5165)
1239: (x,y) = (32.085,18.5776)
1240: (x,y) = (33.8671,17.6696)
1241: (x,y) = (32.837,19.3839)
1242: (x,y) = (33.8968,17.6878)
1243: (x,y) = (35.4511,18.9465)
1244: (x,y) = (37.4484,19.0511)
1245: (x,y) = (36.6031,17.2385)
1246: (x,y) = (35.4847,18.8966)
1247: (x,y) = (37.1428,17.7782)
1248: (x,y) = (35.2407,18.3962)
1249: (x,y) = (35.2407,20.3962)
1250: (x,y) = (37.1632,19.845)
1251: (x,y) = (35.4312,20.845)
1252: (x,y) = (36.4008,19.0957)
1253: (x,y) = (36.1225,17.1152)
1254: (x,y) = (37.3538,18.6912)
1255: (x,y) = (35.5562,19.5679)
1256: (x,y) = (36.9704,20.9822)
1257: (x,y) = (38.9701,21.0171)
1258: (x,y) = (40.8827,20.4323)
1259: (x,y) = (42.8314,20.8822)
1260: (x,y) = (41.2772,19.6236)
1261: (x,y) = (41.2422,21.6233)
1262: (x,y) = (39.3751,22.34)
1263: (x,y) = (40.9931,21.1644)
1264: (x,y) = (42.1687,19.5464)
1265: (x,y) = (40.2368,20.064)
1266: (x,y) = (42.2292,19.8897)
1267: (x,y) = (40.2729,20.3056)
1268: (x,y) = (41.5851,21.815)
1269: (x,y) = (40.7083,20.0174)
1270: (x,y) = (39.9591,18.163)
1271: (x,y) = (41.8135,18.9122)
1272: (x,y) = (40.7242,17.2349)
1273: (x,y) = (38.7609,16.8533)
1274: (x,y) = (39.5744,15.0262)
1275: (x,y) = (38.5744,13.2941)
1276: (x,y) = (39.8057,11.7181)
1277: (x,y) = (40.4898,9.83873)
1278: (x,y) = (40.8714,11.802)
1279: (x,y) = (40.1547,13.6691)
1280: (x,y) = (42.034,14.3532)
1281: (x,y) = (42.8793,12.5406)
1282: (x,y) = (42.5664,10.5652)
1283: (x,y) = (44.0985,9.27962)
1284: (x,y) = (44.8152,11.1468)
1285: (x,y) = (46.1792,9.68407)
1286: (x,y) = (45.3658,11.5112)
1287: (x,y) = (44.5523,13.3383)
1288: (x,y) = (42.5672,13.0945)
1289: (x,y) = (44.2815,12.0644)
1290: (x,y) = (46.2812,12.0295)
1291: (x,y) = (46.5596,10.049)
1292: (x,y) = (47.5596,11.781)
1293: (x,y) = (49.2916,12.781)
1294: (x,y) = (48.3527,11.0152)
1295: (x,y) = (50.3378,11.2589)
1296: (x,y) = (48.4059,10.7413)
1297: (x,y) = (47.7548,12.6323)
1298: (x,y) = (49.1188,14.095)
1299: (x,y) = (48.242,15.8926)
1300: (x,y) = (50.2271,15.6488)
1301: (x,y) = (51.1039,13.8513)
1302: (x,y) = (49.5944,15.1634)
1303: (x,y) = (48.3089,13.6313)
1304: (x,y) = (47.1052,15.2286)
1305: (x,y) = (48.2524,13.5903)
1306: (x,y) = (50.165,13.0055)
1307: (x,y) = (50.6826,14.9374)
1308: (x,y) = (49.5355,13.2991)
1309: (x,y) = (50.349,11.472)
1310: (x,y) = (51.4088,13.1681)
1311: (x,y) = (50.8912,11.2362)
1312: (x,y) = (49.579,9.72679)
1313: (x,y) = (51.1111,8.44122)
1314: (x,y) = (51.2158,10.4385)
1315: (x,y) = (52.1547,8.67258)
1316: (x,y) = (50.5164,9.81973)
1317: (x,y) = (48.6493,9.103)
1318: (x,y) = (49.1669,7.17115)
1319: (x,y) = (47.3398,6.35767)
1320: (x,y) = (48.8261,7.69593)
1321: (x,y) = (46.999,8.50941)
1322: (x,y) = (45.9392,10.2055)
1323: (x,y) = (45.4893,12.1542)
1324: (x,y) = (46.5194,13.8686)
1325: (x,y) = (45.401,12.2105)
1326: (x,y) = (47.3031,11.5925)
1327: (x,y) = (46.1275,13.2105)
1328: (x,y) = (48.0681,12.7267)
1329: (x,y) = (47.7552,10.7513)
1330: (x,y) = (46.8473,8.96927)
1331: (x,y) = (45.1329,7.93919)
1332: (x,y) = (45.8497,9.80635)
1333: (x,y) = (45.2984,7.88383)
1334: (x,y) = (46.6877,6.44515)
1335: (x,y) = (44.7652,5.89388)
1336: (x,y) = (42.8741,5.24274)
1337: (x,y) = (40.9109,5.62436)
1338: (x,y) = (39.2929,6.79993)
1339: (x,y) = (39.8441,8.72245)
1340: (x,y) = (39.3942,10.6712)
1341: (x,y) = (37.5399,9.92198)
1342: (x,y) = (39.2542,8.8919)
1343: (x,y) = (37.4271,8.07843)
1344: (x,y) = (39.0852,9.19682)
1345: (x,y) = (40.1745,10.8742)
1346: (x,y) = (42.115,11.358)
1347: (x,y) = (43.3464,12.934)
1348: (x,y) = (42.0608,14.4661)
1349: (x,y) = (40.0854,14.779)
1350: (x,y) = (38.8541,16.355)
1351: (x,y) = (40.2683,17.7692)
1352: (x,y) = (38.3889,17.0852)
1353: (x,y) = (37.7378,15.1941)
1354: (x,y) = (36.0417,16.254)
1355: (x,y) = (35.6601,14.2907)
1356: (x,y) = (37.6598,14.2558)
1357: (x,y) = (39.6586,14.3256)
1358: (x,y) = (39.2086,12.3769)
1359: (x,y) = (37.6114,11.1732)
1360: (x,y) = (37.3676,9.18815)
1361: (x,y) = (35.8356,10.4737)
1362: (x,y) = (36.5523,12.3409)
1363: (x,y) = (38.3343,11.4329)
1364: (x,y) = (39.9924,12.5513)
1365: (x,y) = (39.4747,10.6194)
1366: (x,y) = (40.9842,11.9316)
1367: (x,y) = (39.7805,10.3343)
1368: (x,y) = (40.6573,12.1319)
1369: (x,y) = (41.7465,13.8092)
1370: (x,y) = (39.7469,13.8441)
1371: (x,y) = (41.3011,15.1028)
1372: (x,y) = (39.9629,16.5891)
1373: (x,y) = (38.2485,17.6191)
1374: (x,y) = (37.3406,15.8371)
1375: (x,y) = (38.9166,17.0684)
1376: (x,y) = (39.3324,19.0247)
1377: (x,y) = (38.0738,20.579)
1378: (x,y) = (39.6498,19.3477)
1379: (x,y) = (39.9971,21.3173)
1380: (x,y) = (38.012,21.5611)
1381: (x,y) = (37.9771,23.5608)
1382: (x,y) = (36.8299,25.1991)
1383: (x,y) = (38.7787,25.649)
1384: (x,y) = (37.1206,24.5306)
