Target Distance: 100, Step Size: 1
663: (x,y) = (-0.937048,-40.7965)
664: (x,y) = (-0.712097,-39.8222)
665: (x,y) = (-1.67802,-39.5634)
666: (x,y) = (-2.22266,-38.7247)
667: (x,y) = (-2.942,-38.03)
668: (x,y) = (-1.94581,-37.9429)
669: (x,y) = (-1.98071,-38.9423)
670: (x,y) = (-2.96551,-39.1159)
671: (x,y) = (-2.79187,-38.1311)
672: (x,y) = (-3.16647,-39.0583)
673: (x,y) = (-2.26016,-38.6357)
674: (x,y) = (-3.18067,-38.2449)
675: (x,y) = (-2.26712,-38.6517)
676: (x,y) = (-3.26469,-38.5819)
677: (x,y) = (-3.8665,-39.3805)
678: (x,y) = (-3.01845,-39.9105)
679: (x,y) = (-2.29912,-40.6051)
680: (x,y) = (-1.81431,-41.4797)
681: (x,y) = (-2.7846,-41.7217)
682: (x,y) = (-3.45373,-40.9785)
683: (x,y) = (-4.44825,-41.0831)
684: (x,y) = (-4.72389,-42.0443)
685: (x,y) = (-5.11462,-41.1238)
686: (x,y) = (-4.82225,-42.0801)
687: (x,y) = (-4.94412,-41.0876)
688: (x,y) = (-5.65123,-41.7947)
689: (x,y) = (-6.64742,-41.7075)
690: (x,y) = (-6.19343,-42.5985)
691: (x,y) = (-6.92478,-41.9165)
692: (x,y) = (-7.88109,-42.2089)
693: (x,y) = (-8.83215,-41.8999)
694: (x,y) = (-8.21648,-42.6879)
695: (x,y) = (-9.04552,-42.1287)
696: (x,y) = (-8.20685,-42.6733)
697: (x,y) = (-7.88128,-41.7278)
698: (x,y) = (-7.65633,-42.7022)
699: (x,y) = (-6.76533,-43.1562)
700: (x,y) = (-7.62249,-43.6712)
701: (x,y) = (-6.65657,-43.93)
702: (x,y) = (-6.05475,-43.1314)
703: (x,y) = (-5.1718,-43.6009)
704: (x,y) = (-4.187,-43.4272)
705: (x,y) = (-4.06513,-42.4347)
706: (x,y) = (-5.06513,-42.4347)
707: (x,y) = (-4.53521,-41.5866)
708: (x,y) = (-5.52548,-41.7258)
709: (x,y) = (-6.37352,-41.1959)
710: (x,y) = (-5.40323,-40.954)
711: (x,y) = (-4.40338,-40.9714)
712: (x,y) = (-5.22253,-41.545)
713: (x,y) = (-4.27148,-41.236)
714: (x,y) = (-5.26767,-41.3231)
715: (x,y) = (-5.59324,-40.3776)
716: (x,y) = (-4.59461,-40.3253)
717: (x,y) = (-3.63335,-40.6009)
718: (x,y) = (-3.44254,-39.6193)
719: (x,y) = (-3.61619,-38.6345)
720: (x,y) = (-4.54977,-38.2761)
721: (x,y) = (-3.58851,-38.0005)
722: (x,y) = (-4.11843,-38.8485)
723: (x,y) = (-4.77448,-39.6032)
724: (x,y) = (-5.77387,-39.5683)
725: (x,y) = (-6.7684,-39.6729)
726: (x,y) = (-5.80247,-39.414)
727: (x,y) = (-4.85141,-39.105)
728: (x,y) = (-5.48073,-38.3279)
729: (x,y) = (-6.46554,-38.1542)
730: (x,y) = (-7.1969,-38.8362)
731: (x,y) = (-8.03557,-39.3809)
732: (x,y) = (-8.94187,-38.9582)
733: (x,y) = (-9.78992,-38.4283)
734: (x,y) = (-10.7861,-38.5155)
735: (x,y) = (-9.98748,-37.9137)
736: (x,y) = (-10.2124,-36.9393)
737: (x,y) = (-9.21624,-36.8521)
738: (x,y) = (-9.30339,-35.8559)
739: (x,y) = (-8.92879,-36.7831)
740: (x,y) = (-8.02999,-36.3448)
741: (x,y) = (-8.35556,-35.3992)
742: (x,y) = (-7.99719,-36.3328)
743: (x,y) = (-8.482,-37.2074)
744: (x,y) = (-7.482,-37.2074)
745: (x,y) = (-6.50038,-37.3983)
746: (x,y) = (-7.24352,-38.0674)
747: (x,y) = (-7.8171,-38.8865)
748: (x,y) = (-6.92609,-39.3405)
749: (x,y) = (-6.41105,-40.1977)
750: (x,y) = (-5.49751,-40.6044)
751: (x,y) = (-4.50131,-40.5173)
752: (x,y) = (-5.489,-40.6737)
753: (x,y) = (-6.31804,-41.2329)
754: (x,y) = (-6.90582,-42.0419)
755: (x,y) = (-7.40582,-42.9079)
756: (x,y) = (-6.63978,-42.2652)
757: (x,y) = (-7.15482,-41.408)
758: (x,y) = (-7.36273,-42.3861)
759: (x,y) = (-8.34436,-42.1953)
760: (x,y) = (-7.96975,-43.1225)
761: (x,y) = (-6.9772,-43.2444)
762: (x,y) = (-7.25284,-44.2056)
763: (x,y) = (-6.49813,-44.8617)
764: (x,y) = (-7.27528,-44.2324)
765: (x,y) = (-7.08447,-43.2508)
766: (x,y) = (-6.08584,-43.3031)
767: (x,y) = (-6.53983,-42.4121)
768: (x,y) = (-5.80848,-43.0941)
769: (x,y) = (-5.84338,-42.0947)
770: (x,y) = (-5.18732,-41.34)
771: (x,y) = (-6.00647,-41.9136)
772: (x,y) = (-5.73083,-40.9523)
773: (x,y) = (-6.57888,-41.4822)
774: (x,y) = (-6.68341,-40.4877)
775: (x,y) = (-6.09562,-41.2967)
776: (x,y) = (-5.80325,-40.3404)
777: (x,y) = (-6.78806,-40.5141)
778: (x,y) = (-7.78791,-40.5315)
779: (x,y) = (-7.10591,-39.8002)
780: (x,y) = (-7.77504,-39.057)
781: (x,y) = (-8.69554,-38.6663)
782: (x,y) = (-8.45362,-39.6366)
783: (x,y) = (-9.42799,-39.8615)
784: (x,y) = (-8.44636,-39.6707)
785: (x,y) = (-7.58034,-39.1707)
786: (x,y) = (-7.28797,-38.2144)
787: (x,y) = (-6.65865,-37.4373)
788: (x,y) = (-7.53327,-36.9525)
789: (x,y) = (-8.45377,-37.3432)
790: (x,y) = (-8.50611,-36.3446)
791: (x,y) = (-7.799,-37.0517)
792: (x,y) = (-8.76026,-37.3273)
793: (x,y) = (-9.53741,-37.9566)
794: (x,y) = (-9.45025,-38.9528)
795: (x,y) = (-10.3163,-39.4528)
796: (x,y) = (-11.304,-39.2964)
797: (x,y) = (-12.113,-38.7086)
798: (x,y) = (-11.2743,-39.2532)
799: (x,y) = (-11.89,-38.4652)
800: (x,y) = (-12.199,-37.5142)
801: (x,y) = (-12.5736,-38.4413)
802: (x,y) = (-11.6173,-38.7337)
803: (x,y) = (-12.6167,-38.7686)
804: (x,y) = (-12.7903,-37.7838)
805: (x,y) = (-12.1343,-38.5385)
806: (x,y) = (-12.7499,-37.7505)
807: (x,y) = (-13.7445,-37.646)
808: (x,y) = (-14.5216,-37.0167)
809: (x,y) = (-15.521,-37.0516)
810: (x,y) = (-15.5733,-36.0529)
811: (x,y) = (-16.3925,-35.4794)
812: (x,y) = (-15.4589,-35.8377)
813: (x,y) = (-14.5026,-35.5454)
814: (x,y) = (-13.569,-35.9037)
815: (x,y) = (-12.5813,-36.0602)
816: (x,y) = (-12.4249,-37.0478)
817: (x,y) = (-12.183,-38.0181)
818: (x,y) = (-12.1132,-39.0157)
819: (x,y) = (-11.7712,-38.076)
820: (x,y) = (-12.3869,-37.288)
821: (x,y) = (-12.9019,-38.1452)
822: (x,y) = (-13.1098,-39.1233)
823: (x,y) = (-14.0711,-39.399)
824: (x,y) = (-14.2275,-38.4113)
825: (x,y) = (-13.5204,-37.7042)
826: (x,y) = (-13.3812,-38.6944)
827: (x,y) = (-13.3812,-39.6944)
828: (x,y) = (-14.3689,-39.8509)
829: (x,y) = (-14.7915,-40.7572)
830: (x,y) = (-14.7915,-41.7572)
831: (x,y) = (-14.3375,-42.6482)
832: (x,y) = (-15.0195,-41.9168)
833: (x,y) = (-15.5931,-41.0977)
834: (x,y) = (-14.6028,-41.2368)
835: (x,y) = (-14.8785,-40.2756)
836: (x,y) = (-14.6366,-39.3053)
837: (x,y) = (-13.6463,-39.4445)
838: (x,y) = (-14.5292,-38.975)
839: (x,y) = (-14.5118,-37.9751)
840: (x,y) = (-15.5063,-37.8706)
841: (x,y) = (-15.9603,-36.9796)
842: (x,y) = (-16.2527,-36.0233)
843: (x,y) = (-17.1515,-35.5849)
844: (x,y) = (-16.1569,-35.4804)
845: (x,y) = (-15.4138,-36.1495)
846: (x,y) = (-14.4575,-35.8572)
847: (x,y) = (-14.1987,-36.8231)
848: (x,y) = (-14.6681,-37.706)
849: (x,y) = (-15.6245,-37.4137)
850: (x,y) = (-14.6283,-37.5008)
851: (x,y) = (-15.0977,-38.3838)
852: (x,y) = (-14.3664,-37.7018)
853: (x,y) = (-14.94,-36.8826)
854: (x,y) = (-14.2839,-37.6373)
855: (x,y) = (-13.3136,-37.3954)
856: (x,y) = (-14.2984,-37.2218)
857: (x,y) = (-14.9545,-37.9765)
858: (x,y) = (-14.7125,-38.9468)
859: (x,y) = (-15.3419,-39.7239)
860: (x,y) = (-14.3675,-39.9489)
861: (x,y) = (-13.9608,-39.0353)
862: (x,y) = (-13.206,-38.3792)
863: (x,y) = (-12.2158,-38.5184)
864: (x,y) = (-13.1974,-38.7092)
865: (x,y) = (-12.3587,-38.1646)
866: (x,y) = (-12.4979,-37.1743)
867: (x,y) = (-13.2526,-36.5183)
868: (x,y) = (-13.4776,-37.4926)
869: (x,y) = (-14.0075,-36.6446)
870: (x,y) = (-14.1811,-35.6598)
871: (x,y) = (-13.8721,-34.7087)
872: (x,y) = (-14.3872,-35.5659)
873: (x,y) = (-15.2782,-36.0199)
874: (x,y) = (-15.4173,-35.0296)
875: (x,y) = (-15.84,-35.9359)
876: (x,y) = (-15.0413,-35.3341)
877: (x,y) = (-15.4639,-34.4278)
878: (x,y) = (-16.4487,-34.2541)
879: (x,y) = (-17.3317,-33.7847)
880: (x,y) = (-18.1977,-33.2847)
881: (x,y) = (-17.4097,-32.669)
882: (x,y) = (-17.4795,-33.6666)
883: (x,y) = (-18.4538,-33.8915)
884: (x,y) = (-19.4101,-33.5992)
885: (x,y) = (-20.2088,-34.201)
886: (x,y) = (-21.0998,-34.655)
887: (x,y) = (-21.9986,-35.0933)
888: (x,y) = (-21.2439,-35.7494)
889: (x,y) = (-20.2452,-35.6971)
890: (x,y) = (-20.0203,-34.7227)
891: (x,y) = (-19.4325,-35.5317)
892: (x,y) = (-19.0741,-34.5981)
893: (x,y) = (-18.0893,-34.7718)
894: (x,y) = (-17.6199,-35.6547)
895: (x,y) = (-18.289,-34.9116)
896: (x,y) = (-17.3685,-34.5208)
897: (x,y) = (-17.3859,-35.5207)
898: (x,y) = (-18.1846,-34.9189)
899: (x,y) = (-19.0756,-34.4649)
900: (x,y) = (-18.2184,-33.9498)
901: (x,y) = (-18.6568,-34.8486)
902: (x,y) = (-19.3639,-35.5558)
903: (x,y) = (-20.1625,-34.9539)
904: (x,y) = (-19.3639,-35.5558)
905: (x,y) = (-20.3298,-35.8146)
906: (x,y) = (-20.5035,-36.7994)
907: (x,y) = (-19.5036,-36.7819)
908: (x,y) = (-20.503,-36.8168)
909: (x,y) = (-19.9584,-37.6555)
910: (x,y) = (-19.0521,-37.2329)
911: (x,y) = (-18.1691,-37.7023)
912: (x,y) = (-17.2236,-38.0279)
913: (x,y) = (-16.8652,-38.9615)
914: (x,y) = (-17.8355,-38.7196)
915: (x,y) = (-16.8743,-38.4439)
916: (x,y) = (-17.7314,-37.9289)
917: (x,y) = (-18.154,-38.8352)
918: (x,y) = (-18.8972,-39.5043)
919: (x,y) = (-17.9575,-39.8464)
920: (x,y) = (-18.4725,-38.9892)
921: (x,y) = (-19.4628,-38.85)
922: (x,y) = (-19.1872,-39.8113)
923: (x,y) = (-20.172,-39.9849)
924: (x,y) = (-21.123,-39.6759)
925: (x,y) = (-21.2276,-38.6814)
926: (x,y) = (-22.1935,-38.9402)
927: (x,y) = (-21.6636,-38.0922)
928: (x,y) = (-20.6674,-38.005)
929: (x,y) = (-19.7402,-38.3796)
930: (x,y) = (-20.5973,-38.8946)
931: (x,y) = (-20.6148,-39.8945)
932: (x,y) = (-21.3579,-40.5636)
933: (x,y) = (-20.7423,-41.3516)
934: (x,y) = (-20.5004,-42.3219)
935: (x,y) = (-19.9704,-41.4739)
936: (x,y) = (-19.0045,-41.2151)
937: (x,y) = (-20.0021,-41.2848)
938: (x,y) = (-19.487,-40.4277)
939: (x,y) = (-20.4433,-40.72)
940: (x,y) = (-21.0452,-39.9214)
941: (x,y) = (-20.9406,-38.9269)
942: (x,y) = (-21.9223,-38.7361)
943: (x,y) = (-20.9826,-39.0781)
944: (x,y) = (-21.3733,-39.9986)
945: (x,y) = (-22.2643,-40.4526)
946: (x,y) = (-21.2657,-40.5049)
947: (x,y) = (-21.3006,-41.5043)
948: (x,y) = (-20.4814,-42.0779)
949: (x,y) = (-20.4989,-41.078)
950: (x,y) = (-20.8735,-42.0052)
951: (x,y) = (-20.8037,-41.0077)
952: (x,y) = (-21.5108,-40.3005)
953: (x,y) = (-22.5054,-40.196)
954: (x,y) = (-22.4008,-41.1905)
955: (x,y) = (-23.3856,-41.0169)
956: (x,y) = (-23.3682,-42.0167)
957: (x,y) = (-22.4119,-42.3091)
958: (x,y) = (-22.5855,-41.3243)
959: (x,y) = (-23.4336,-40.7944)
960: (x,y) = (-22.6456,-41.41)
961: (x,y) = (-23.6442,-41.4624)
962: (x,y) = (-23.0996,-40.6237)
963: (x,y) = (-24.0971,-40.6935)
964: (x,y) = (-24.7532,-39.9388)
965: (x,y) = (-23.8077,-40.2643)
966: (x,y) = (-24.2771,-41.1473)
967: (x,y) = (-23.3261,-40.8383)
968: (x,y) = (-22.5381,-40.2226)
969: (x,y) = (-23.5306,-40.1007)
970: (x,y) = (-24.3498,-40.6743)
971: (x,y) = (-23.5511,-40.0725)
972: (x,y) = (-24.1804,-39.2953)
973: (x,y) = (-24.4224,-40.2656)
974: (x,y) = (-23.4713,-39.9566)
975: (x,y) = (-23.8297,-40.8902)
976: (x,y) = (-24.0716,-39.9199)
977: (x,y) = (-24.4623,-40.8404)
978: (x,y) = (-25.3828,-40.4497)
979: (x,y) = (-24.8678,-41.3068)
980: (x,y) = (-23.9406,-41.6815)
981: (x,y) = (-23.246,-40.9621)
982: (x,y) = (-22.3549,-40.5081)
983: (x,y) = (-21.3847,-40.75)
984: (x,y) = (-21.4196,-39.7507)
985: (x,y) = (-22.4157,-39.6635)
986: (x,y) = (-23.3293,-39.2568)
987: (x,y) = (-23.9029,-40.0759)
988: (x,y) = (-24.8364,-39.7175)
989: (x,y) = (-25.4521,-38.9295)
990: (x,y) = (-24.5386,-38.5228)
991: (x,y) = (-25.0536,-37.6656)
992: (x,y) = (-24.3975,-38.4203)
993: (x,y) = (-23.7155,-39.1517)
994: (x,y) = (-24.7142,-39.0994)
995: (x,y) = (-24.0195,-39.8187)
996: (x,y) = (-24.9939,-39.5937)
997: (x,y) = (-24.6193,-40.5209)
998: (x,y) = (-23.7363,-40.9904)
999: (x,y) = (-24.6426,-41.413)
1000: (x,y) = (-23.7221,-41.8037)
1001: (x,y) = (-24.7147,-41.9256)
1002: (x,y) = (-25.1842,-42.8086)
1003: (x,y) = (-24.2506,-43.1669)
1004: (x,y) = (-24.1287,-42.1744)
1005: (x,y) = (-24.3024,-43.1592)
1006: (x,y) = (-24.9715,-43.9023)
1007: (x,y) = (-24.4564,-43.0452)
1008: (x,y) = (-25.2951,-42.5005)
1009: (x,y) = (-24.3888,-42.0779)
1010: (x,y) = (-25.0045,-42.8659)
1011: (x,y) = (-24.0051,-42.9008)
1012: (x,y) = (-23.4604,-43.7395)
1013: (x,y) = (-23.6512,-44.7211)
1014: (x,y) = (-24.4603,-45.3089)
1015: (x,y) = (-23.6512,-44.7211)
1016: (x,y) = (-23.3924,-43.7552)
1017: (x,y) = (-23.8308,-44.654)
1018: (x,y) = (-23.8133,-45.6538)
1019: (x,y) = (-24.089,-44.6926)
1020: (x,y) = (-23.1108,-44.4847)
1021: (x,y) = (-24.0852,-44.2597)
1022: (x,y) = (-24.2416,-43.272)
1023: (x,y) = (-23.443,-43.8738)
1024: (x,y) = (-23.958,-43.0167)
1025: (x,y) = (-24.8061,-42.4868)
1026: (x,y) = (-25.6633,-41.9717)
1027: (x,y) = (-25.3542,-42.9228)
1028: (x,y) = (-25.1806,-41.938)
1029: (x,y) = (-25.6956,-41.0808)
1030: (x,y) = (-26.3776,-40.3494)
1031: (x,y) = (-26.0356,-41.2891)
1032: (x,y) = (-25.4199,-42.0771)
1033: (x,y) = (-25.8107,-42.9977)
1034: (x,y) = (-25.8281,-43.9975)
1035: (x,y) = (-25.95,-44.99)
1036: (x,y) = (-25.0103,-44.648)
1037: (x,y) = (-25.7417,-43.966)
1038: (x,y) = (-26.7076,-44.2248)
1039: (x,y) = (-27.682,-43.9999)
1040: (x,y) = (-26.8529,-43.4407)
1041: (x,y) = (-26.4622,-42.5202)
1042: (x,y) = (-25.6636,-41.9184)
1043: (x,y) = (-24.7364,-42.293)
1044: (x,y) = (-25.6819,-42.6186)
1045: (x,y) = (-26.2555,-41.7994)
1046: (x,y) = (-26.6622,-42.713)
1047: (x,y) = (-27.4912,-42.1538)
1048: (x,y) = (-26.5036,-41.9973)
1049: (x,y) = (-25.6289,-41.5125)
1050: (x,y) = (-25.9379,-42.4636)
1051: (x,y) = (-26.2303,-43.4199)
1052: (x,y) = (-27.1866,-43.7122)
1053: (x,y) = (-27.918,-44.3942)
1054: (x,y) = (-27.8831,-43.3949)
1055: (x,y) = (-27.1399,-44.064)
1056: (x,y) = (-26.1583,-43.8732)
1057: (x,y) = (-26.7029,-44.7118)
1058: (x,y) = (-27.1097,-45.6254)
1059: (x,y) = (-27.1446,-44.626)
1060: (x,y) = (-26.1452,-44.6609)
1061: (x,y) = (-26.4708,-45.6064)
1062: (x,y) = (-26.7464,-46.5677)
1063: (x,y) = (-27.7458,-46.5328)
1064: (x,y) = (-28.4889,-45.8637)
1065: (x,y) = (-29.4452,-45.5713)
1066: (x,y) = (-28.7506,-46.2906)
1067: (x,y) = (-29.6778,-45.916)
1068: (x,y) = (-30.668,-45.7768)
1069: (x,y) = (-31.5252,-45.2618)
1070: (x,y) = (-32.4763,-45.5708)
1071: (x,y) = (-33.375,-46.0092)
1072: (x,y) = (-33.3401,-45.0098)
1073: (x,y) = (-33.6325,-44.0535)
1074: (x,y) = (-33.0733,-43.2245)
1075: (x,y) = (-32.781,-44.1808)
1076: (x,y) = (-33.0398,-43.2148)
1077: (x,y) = (-32.5099,-44.0629)
1078: (x,y) = (-31.9363,-44.882)
1079: (x,y) = (-30.966,-45.124)
1080: (x,y) = (-30.083,-45.5934)
1081: (x,y) = (-29.7247,-44.6598)
1082: (x,y) = (-30.2247,-45.5259)
1083: (x,y) = (-29.47,-44.8698)
1084: (x,y) = (-29.0954,-45.797)
1085: (x,y) = (-28.2473,-46.3269)
1086: (x,y) = (-27.2475,-46.3444)
1087: (x,y) = (-26.6883,-47.1734)
1088: (x,y) = (-27.5871,-47.6118)
1089: (x,y) = (-28.041,-46.7208)
1090: (x,y) = (-28.0759,-47.7202)
1091: (x,y) = (-27.834,-46.7499)
1092: (x,y) = (-28.334,-47.6159)
1093: (x,y) = (-29.2851,-47.3069)
1094: (x,y) = (-29.5439,-48.2728)
1095: (x,y) = (-29.8859,-49.2125)
1096: (x,y) = (-30.8422,-49.5049)
1097: (x,y) = (-30.6858,-48.5172)
1098: (x,y) = (-30.495,-49.4988)
1099: (x,y) = (-29.5073,-49.3424)
1100: (x,y) = (-30.1501,-50.1084)
1101: (x,y) = (-30.6349,-49.2338)
1102: (x,y) = (-30.5826,-48.2352)
1103: (x,y) = (-31.5674,-48.4088)
1104: (x,y) = (-31.7065,-47.4185)
1105: (x,y) = (-32.5156,-46.8308)
1106: (x,y) = (-31.5307,-47.0044)
1107: (x,y) = (-32.4513,-47.3951)
1108: (x,y) = (-31.7081,-48.0643)
1109: (x,y) = (-31.2855,-48.9706)
1110: (x,y) = (-32.2703,-49.1442)
1111: (x,y) = (-33.2214,-48.8352)
1112: (x,y) = (-32.2252,-48.7481)
1113: (x,y) = (-31.6952,-49.5961)
1114: (x,y) = (-32.6157,-49.9868)
1115: (x,y) = (-33.5974,-49.796)
1116: (x,y) = (-34.3854,-49.1804)
1117: (x,y) = (-35.3126,-49.555)
1118: (x,y) = (-35.7033,-48.6345)
1119: (x,y) = (-36.4693,-49.2773)
1120: (x,y) = (-37.451,-49.4681)
1121: (x,y) = (-37.7433,-50.4244)
1122: (x,y) = (-37.2893,-51.3154)
1123: (x,y) = (-36.9638,-50.3699)
1124: (x,y) = (-36.3902,-49.5507)
1125: (x,y) = (-35.9518,-48.6519)
1126: (x,y) = (-35.1638,-49.2676)
1127: (x,y) = (-35.723,-48.4385)
1128: (x,y) = (-36.5422,-47.865)
1129: (x,y) = (-36.9962,-48.756)
1130: (x,y) = (-37.6782,-48.0246)
1131: (x,y) = (-38.0689,-48.9451)
1132: (x,y) = (-38.6567,-49.7541)
1133: (x,y) = (-38.709,-48.7555)
1134: (x,y) = (-38.4841,-47.7811)
1135: (x,y) = (-39.3976,-48.1879)
1136: (x,y) = (-39.9422,-49.0265)
1137: (x,y) = (-39.4574,-49.9012)
1138: (x,y) = (-39.2838,-50.886)
1139: (x,y) = (-38.8931,-49.9655)
1140: (x,y) = (-39.1854,-49.0092)
1141: (x,y) = (-38.2344,-49.3182)
1142: (x,y) = (-38.8772,-50.0842)
1143: (x,y) = (-39.2518,-49.157)
1144: (x,y) = (-39.0098,-50.1273)
1145: (x,y) = (-38.7175,-49.171)
1146: (x,y) = (-39.6085,-48.717)
1147: (x,y) = (-39.2017,-47.8035)
1148: (x,y) = (-40.0498,-47.2736)
1149: (x,y) = (-40.1021,-48.2722)
1150: (x,y) = (-41.0357,-47.9138)
1151: (x,y) = (-40.1021,-48.2722)
1152: (x,y) = (-41.0418,-47.9302)
1153: (x,y) = (-41.1463,-46.9357)
1154: (x,y) = (-40.9214,-47.91)
1155: (x,y) = (-40.8865,-46.9106)
1156: (x,y) = (-41.8262,-46.5686)
1157: (x,y) = (-42.2802,-45.6776)
1158: (x,y) = (-42.1756,-44.6831)
1159: (x,y) = (-43.1743,-44.6308)
1160: (x,y) = (-42.1743,-44.6308)
1161: (x,y) = (-42.9623,-45.2464)
1162: (x,y) = (-42.5239,-44.3476)
1163: (x,y) = (-42.7996,-43.3864)
1164: (x,y) = (-42.1435,-44.1411)
1165: (x,y) = (-41.1691,-43.9161)
1166: (x,y) = (-42.1685,-43.951)
1167: (x,y) = (-41.6685,-43.085)
1168: (x,y) = (-42.6647,-43.1721)
1169: (x,y) = (-42.8726,-42.194)
1170: (x,y) = (-41.8728,-42.2115)
1171: (x,y) = (-41.4982,-43.1386)
1172: (x,y) = (-40.7788,-43.8333)
1173: (x,y) = (-41.4349,-44.588)
1174: (x,y) = (-41.3304,-45.5825)
1175: (x,y) = (-41.705,-44.6553)
1176: (x,y) = (-42.7012,-44.5682)
1177: (x,y) = (-42.3428,-43.6346)
1178: (x,y) = (-41.7135,-42.8575)
1179: (x,y) = (-40.9148,-43.4593)
1180: (x,y) = (-40.0013,-43.866)
1181: (x,y) = (-40.8673,-44.366)
1182: (x,y) = (-41.8618,-44.2615)
1183: (x,y) = (-40.8742,-44.105)
1184: (x,y) = (-40.2864,-44.9141)
1185: (x,y) = (-40.4082,-43.9215)
1186: (x,y) = (-39.5511,-44.4366)
1187: (x,y) = (-38.6239,-44.8112)
1188: (x,y) = (-39.4529,-45.3704)
1189: (x,y) = (-38.8511,-44.5717)
1190: (x,y) = (-37.9601,-44.1177)
1191: (x,y) = (-37.8903,-43.1202)
1192: (x,y) = (-38.689,-42.5184)
1193: (x,y) = (-37.8903,-43.1202)
1194: (x,y) = (-37.452,-42.2214)
1195: (x,y) = (-36.6229,-42.7806)
1196: (x,y) = (-35.7094,-43.1873)
1197: (x,y) = (-36.1001,-44.1078)
1198: (x,y) = (-36.308,-45.086)
1199: (x,y) = (-37.2535,-44.7604)
1200: (x,y) = (-38.0083,-45.4164)
1201: (x,y) = (-38.2162,-46.3946)
1202: (x,y) = (-38.2685,-45.396)
1203: (x,y) = (-39.2679,-45.3611)
1204: (x,y) = (-38.2681,-45.3785)
1205: (x,y) = (-37.2804,-45.2221)
1206: (x,y) = (-36.9383,-46.1618)
1207: (x,y) = (-37.9329,-46.0572)
1208: (x,y) = (-37.7421,-45.0756)
1209: (x,y) = (-36.7965,-45.4012)
1210: (x,y) = (-35.8088,-45.2448)
1211: (x,y) = (-35.5165,-46.2011)
1212: (x,y) = (-35.0625,-45.31)
1213: (x,y) = (-36.06,-45.3798)
1214: (x,y) = (-37.0382,-45.1719)
1215: (x,y) = (-36.0505,-45.0155)
1216: (x,y) = (-36.9415,-44.5615)
1217: (x,y) = (-35.9538,-44.405)
1218: (x,y) = (-36.731,-45.0344)
1219: (x,y) = (-37.231,-45.9004)
1220: (x,y) = (-36.8084,-46.8067)
1221: (x,y) = (-37.2151,-47.7202)
1222: (x,y) = (-36.3861,-48.2794)
1223: (x,y) = (-36.1781,-47.3013)
1224: (x,y) = (-37.0528,-47.7861)
1225: (x,y) = (-36.1956,-47.2711)
1226: (x,y) = (-36.0737,-48.2636)
1227: (x,y) = (-35.5438,-47.4155)
1228: (x,y) = (-36.4098,-46.9155)
1229: (x,y) = (-37.406,-46.8284)
1230: (x,y) = (-37.4235,-45.8285)
1231: (x,y) = (-36.4419,-45.6377)
1232: (x,y) = (-35.8683,-46.4569)
1233: (x,y) = (-35.3236,-45.6182)
1234: (x,y) = (-36.3113,-45.7747)
1235: (x,y) = (-35.7377,-46.5938)
1236: (x,y) = (-35.2683,-47.4768)
1237: (x,y) = (-34.278,-47.6159)
1238: (x,y) = (-33.2903,-47.7724)
1239: (x,y) = (-33.6487,-48.7059)
1240: (x,y) = (-34.555,-49.1286)
1241: (x,y) = (-35.1568,-49.9272)
1242: (x,y) = (-34.5008,-49.1725)
1243: (x,y) = (-34.5182,-50.1723)
1244: (x,y) = (-33.9736,-49.3337)
1245: (x,y) = (-34.7722,-49.9355)
1246: (x,y) = (-35.6382,-49.4355)
1247: (x,y) = (-35.4991,-48.4452)
1248: (x,y) = (-35.6555,-47.4575)
1249: (x,y) = (-34.6707,-47.2839)
1250: (x,y) = (-33.8827,-47.8995)
1251: (x,y) = (-33.0536,-47.3403)
1252: (x,y) = (-33.6693,-46.5523)
1253: (x,y) = (-34.6148,-46.2268)
1254: (x,y) = (-33.6535,-46.5024)
1255: (x,y) = (-34.5196,-47.0024)
1256: (x,y) = (-34.0812,-46.1036)
1257: (x,y) = (-34.2376,-47.0913)
1258: (x,y) = (-35.0037,-46.4485)
1259: (x,y) = (-35.8327,-47.0077)
1260: (x,y) = (-35.2034,-47.7848)
1261: (x,y) = (-35.8327,-48.562)
1262: (x,y) = (-35.9546,-47.5694)
1263: (x,y) = (-36.5424,-46.7604)
1264: (x,y) = (-37.4821,-46.4184)
1265: (x,y) = (-37.1897,-47.3747)
1266: (x,y) = (-36.6451,-48.2134)
1267: (x,y) = (-36.8015,-47.2257)
1268: (x,y) = (-37.6761,-46.7409)
1269: (x,y) = (-37.2535,-47.6472)
1270: (x,y) = (-36.2753,-47.8551)
1271: (x,y) = (-35.2778,-47.9249)
1272: (x,y) = (-34.5117,-47.2821)
1273: (x,y) = (-33.7131,-46.6803)
1274: (x,y) = (-33.8003,-47.6765)
1275: (x,y) = (-32.9431,-48.1915)
1276: (x,y) = (-33.5449,-47.3929)
1277: (x,y) = (-32.9857,-46.5638)
1278: (x,y) = (-32.3564,-45.7867)
1279: (x,y) = (-33.051,-46.506)
1280: (x,y) = (-32.6443,-45.5925)
1281: (x,y) = (-33.051,-46.506)
1282: (x,y) = (-33.7202,-45.7629)
1283: (x,y) = (-33.3134,-44.8493)
1284: (x,y) = (-32.6314,-44.118)
1285: (x,y) = (-33.0698,-43.2192)
1286: (x,y) = (-33.9179,-42.6893)
1287: (x,y) = (-32.9616,-42.9816)
1288: (x,y) = (-33.3036,-43.9213)
1289: (x,y) = (-32.9946,-44.8724)
